name,google_place_id,search_query,latitude,longitude,address,average_rating,review_count,category,description,description_original
Cebu City Philippines Temple,ChIJWxN4FSWZqTMR8KfwccwAEzg,religious sites in Cebu,10.3276039,123.8982287,"Gorordo Ave, Cebu City, 6000 Cebu, Philippines",4.7,408.0,religious,"Cebu City Philippines Temple religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization *Please visit the temple website for open hours and appointments.* Temples of The Church of Jesus Christ of Latter-day Saints are considered houses of God, a place of holiness and peace separate from…","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Alliance of Two Hearts Church,ChIJme40sLOeqTMRwQg87MTn6AY,religious sites in Cebu,10.3119453,123.8827856,"8V6M+Q4F, J. Fortich St, Banawa, Cebu City, 6000 Cebu, Philippines",4.6,194.0,religious,"Alliance of Two Hearts Church religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Archbishop's Palace - Archdiocese of Cebu,ChIJ6TRaEUWZqTMRlloIrB56UHM,religious sites in Cebu,10.3090331,123.8977434,"8V5X+J39, Dionisio Jakosalem St, Cebu City, 6000 Cebu, Philippines",4.5,126.0,religious,"Archbishop's Palace - Archdiocese of Cebu religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Archdiocesan Shrine of St. Thérèse of the Child Jesus,ChIJ1UYhmyaZqTMR8mOrYOgwLUY,religious sites in Cebu,10.331065,123.9004938,"8WJ2+C5H, Edison St, Cebu City, 6000 Cebu, Philippines",4.7,495.0,religious,"Archdiocesan Shrine of St. Thérèse of the Child Jesus religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Monastery of the Holy Eucharist,ChIJeYNtDozaqzMRQhw7yUZhvWI,religious sites in Cebu,9.9792674,123.6011511,"XJH2+PG6, Sibonga, Cebu, Philippines",4.7,3177.0,religious,"Monastery of the Holy Eucharist religious Castlelike site where devotees leave offerings to the Virgin Mary in exchange for miracles. tourist attraction church place of worship association or organization Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view",Castlelike site where devotees leave offerings to the Virgin Mary in exchange for miracles.
Sr. Sto. Niño Chapel,ChIJD6bjG7CbqTMR5yEpv0dFhh8,religious sites in Cebu,10.2921171,123.9015492,"07b M. C. Briones St, Cebu City, 6000 Cebu, Philippines",4.5,23.0,religious,"Sr. Sto. Niño Chapel religious Location: Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: One of the oldest churches in Cebu, iconic / historical landmark place of worship association or organization","Location: Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: One of the oldest churches in Cebu, iconic / historical landmark"
"Cebu Word of Life Church Ministries, Inc.",ChIJTZoSWC-ZqTMRM1T0lpFognE,religious sites in Cebu,10.330322,123.8968675,"8VJW+4PH, Sanson Rd, Lahug, Cebu City, 6000 Cebu, Philippines",5.0,15.0,religious,"Cebu Word of Life Church Ministries, Inc. religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Cebu Gospel Church,ChIJk_BrJeKbqTMRy6lIrU8g27M,religious sites in Cebu,10.3137573,123.8920274,"8V7R+GR2, Osmeña Blvd, Cebu City, 6000 Cebu, Philippines",4.6,18.0,religious,"Cebu Gospel Church religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
"Santuario Arquidiocesano de Nuestra Señora del Carmen, la Limpia (formerly Our Lady of Mt. Carmel Parish-Recoletos)",ChIJH0OWauGbqTMR-eP5Em1te4g,religious sites in Cebu,10.2936256,123.897203,"7VVW+FV4, Magallanes St. Cor. Leon Kilat St., Cebu City, 6000 Cebu, Philippines",4.5,61.0,religious,"Santuario Arquidiocesano de Nuestra Señora del Carmen, la Limpia (formerly Our Lady of Mt. Carmel Parish-Recoletos) religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization This famous church dates back to the early Spanish colonial era. The Church was founded by the Augustinian friars since their arrival in 1565. You could also find in the church the miraculous image…","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
"IGLESIA NI CRISTO [Cebu City, Cebu District Office]",ChIJzYaCh0aZqTMRvuQBLuSfLXU,religious sites in Cebu,10.3119612,123.899621,"53 General Maxilom Ave, Cebu City, 6000 Cebu, Philippines",4.7,274.0,religious,"IGLESIA NI CRISTO [Cebu City, Cebu District Office] religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens place of worship church association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Maranatha Christian Fellowship,ChIJv5WUaV-ZqTMRx2A_hZ7kr7k,religious sites in Cebu,10.2971792,123.904274,"V. Gullas cor. P. Burgos 6000, 7WW3+VMJ, 39 Vicente Gullas St, Cebu City, 6000 Cebu, Philippines",4.8,24.0,religious,"Maranatha Christian Fellowship religious Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him… church place of worship association or organization","Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him…"
Mother of Perpetual Help Parish (Cebu Archdiocese),ChIJg2LOh0iZqTMRObPelomTWUo,religious sites in Cebu,10.3128333,123.8972159,"Elizabeth Pond, Cebu City, 6000, Cebu, Cebu City, 6000 Cebu, Philippines",4.8,40.0,religious,"Mother of Perpetual Help Parish (Cebu Archdiocese) religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Adoration Convent of Divine Peace,ChIJU6ov8uWYqTMRfBoe2d_Z98g,religious sites in Cebu,10.3429777,123.9148876,"8WV7+5XR, A. S. Fortuna St, Cebu City, Cebu, Philippines",4.9,74.0,religious,"Adoration Convent of Divine Peace religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Our Lady of the Sacred Heart Parish,ChIJ69rb5DeZqTMRfNGBX2itk9U,religious sites in Cebu,10.3172892,123.8961329,"15 N Escario St, Cebu City, 6000 Cebu, Philippines",4.7,539.0,religious,"Our Lady of the Sacred Heart Parish religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view tourist attraction church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Cebu Bethel Temple,ChIJt0v6Yk2ZqTMRJYks04He-RY,religious sites in Cebu,10.308198,123.887752,"8V5Q+74C, Cebu City, 6000 Cebu, Philippines",4.2,21.0,religious,"Cebu Bethel Temple religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Archdiocesan Shrine of San Nicolas de Tolentino Parish Church,ChIJ_5mLA_ybqTMR63RFja0hA0E,religious sites in Cebu,10.2936929,123.8915338,"70 Candido Padilla St, Cebu City, 6000 Cebu, Philippines",4.7,124.0,religious,"Archdiocesan Shrine of San Nicolas de Tolentino Parish Church religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization This fort was built in the early 1700s to protect against Muslim raids.","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Sanctuary Of The Most Sacred Heart Of Jesus,ChIJhRePD0WZqTMRFDvlNTa3i64,religious sites in Cebu,10.308639,123.898997,"8V5X+FH5, Dionisio Jakosalem St, Cebu City, 6000 Cebu, Philippines",5.0,2.0,religious,"Sanctuary Of The Most Sacred Heart Of Jesus religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view funeral home service","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
"Living Word Christian Churches of Cebu - International, Incorporated",ChIJXwBQNreeqTMRrjhKsUUBOiE,religious sites in Cebu,10.3145297,123.8760967,"Brgy. Banawa Tanchan Road, Cebu City, 6000 Cebu, Philippines",4.8,50.0,religious,"Living Word Christian Churches of Cebu - International, Incorporated religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Word for the World Christian Fellowship - Cebu,ChIJTU-bAzeZqTMRj14oIniY1AI,religious sites in Cebu,10.3197519,123.8943393,"Juana Osmeña Extension, 369-L Purok 8 Camputhaw, Cebu City, 6000 Lalawigan ng Cebu, Philippines",4.6,16.0,religious,"Word for the World Christian Fellowship - Cebu religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
"Saint Joseph the Patriarch Parish Church - Mabolo, Cebu City",ChIJEyWnqmyZqTMRrrqU4cQyuvc,religious sites in Cebu,10.314437,123.9139748,"8W77+QHH, Pope John Paul II Ave, Cebu City, 6000 Cebu, Philippines",4.6,806.0,religious,"Saint Joseph the Patriarch Parish Church - Mabolo, Cebu City religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens tourist attraction church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Daughters of St. Paul - Cebu City,ChIJr5TyTFeZqTMRGey7mOrelc0,religious sites in Cebu,10.3048697,123.8946955,"34 Osmeña Blvd, Cebu City, 6000 Cebu, Philippines",5.0,4.0,religious,"Daughters of St. Paul - Cebu City religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Fo Guang Shan Chu Un Temple,ChIJu7TeMLOeqTMROsAvDQ1aC4M,religious sites in Cebu,10.3120552,123.88540580000002,"246 V Rama Ave, Cebu City, 6000 Cebu, Philippines",4.6,84.0,religious,"Fo Guang Shan Chu Un Temple religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view buddhist temple place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
San Vicente Ferrer Parish-Franciscans,ChIJK9q601OZqTMRhDhrA8ynZ8k,religious sites in Cebu,10.3049439,123.8907699,"Manuel Oyson St. (formerly Tambis Circle, Sambag II, Cebu City, 6000 Cebu, Philippines",4.6,61.0,religious,"San Vicente Ferrer Parish-Franciscans religious Location: Plaza Independencia, Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: Oldest fort in the Philippines (military defense structure) church place of worship association or organization This fort was built in the early 1700s to protect against Muslim raids.","Location: Plaza Independencia, Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: Oldest fort in the Philippines (military defense structure)"
Mother of Perpetual Help,ChIJLZkmkDWZqTMRkXbW7Bvx93E,religious sites in Cebu,10.318201,123.8894146,"8V9Q+7QM, Don Gil Garcia St, Capitol Site, Cebu City, 6000 Cebu, Philippines",5.0,5.0,religious,"Mother of Perpetual Help religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Cebu Archdiocesan Shrine of San Roque,ChIJ8btqfgWcqTMRt_zRHQlVONc,religious sites in Cebu,10.290279,123.8771337,"7VRG+6RP, L. Gabuya St, Cebu City, 6000 Cebu, Philippines",4.4,90.0,religious,"Cebu Archdiocesan Shrine of San Roque religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Jesus And My Church - Cebu (JAMC),ChIJuwBG7MyZqTMR6oUMuNZ9YNo,religious sites in Cebu,10.3165152,123.8923129,"72 N Escario St, Cebu City, 6000 Cebu, Philippines",5.0,1.0,religious,"Jesus And My Church - Cebu (JAMC) religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Cebu Christian Center Church,ChIJT3t55DOZqTMR_yk0s2YML2A,religious sites in Cebu,10.3219715,123.8907244,"271 A. Villalon Dr, Cebu City, 6000 Cebu, Philippines",4.8,16.0,religious,"Cebu Christian Center Church religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center association or organization Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him…","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
St Joseph Priory Cebu Faith Hub - Brothers of St. John,ChIJ1TE752ObqTMRjb3IQ-dCLuY,religious sites in Cebu,10.2955897,123.8897092,"Cebu City, 6000 Cebu, Philippines",4.8,11.0,religious,"St Joseph Priory Cebu Faith Hub - Brothers of St. John religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
UPCPI - City Tabernacle Cebu,ChIJbXkmC9eZqTMRXfP8h1eanOg,religious sites in Cebu,10.3156285,123.8902644,"5F, Asia Light Hotel, 79 Don Gil Garcia St, Cebu City, 6000 Cebu, Philippines",5.0,2.0,religious,"UPCPI - City Tabernacle Cebu religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Victory Cebu Downtown,ChIJxy08xYKZqTMR_XIipO0NY5U,religious sites in Cebu,10.2982891,123.89438509999998,"Natalio B. Bacalso Ave, Cebu City, 6000 Cebu, Philippines",4.8,69.0,religious,"Victory Cebu Downtown religious Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility church place of worship association or organization","Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility"
Lifegiver Cebu,ChIJP29DZsOZqTMRyi5f6kTCqag,religious sites in Cebu,10.3168516,123.8930325,"8V8V+P6V, Capitol Site, Cebu City, 6000 Cebu, Philippines",5.0,2.0,religious,"Lifegiver Cebu religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
ISBCC International Southern Baptist Church Of Cebu Inc.,ChIJUR36uMqeqTMRE5tFqW3d330,religious sites in Cebu,10.3192369,123.8848251,"2241 V Rama Ave, Cebu City, 6000 Cebu, Philippines",4.8,9.0,religious,"ISBCC International Southern Baptist Church Of Cebu Inc. religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Praise Cathedral - Cebu,ChIJbUrAhEaZqTMR9e-HBedkeII,religious sites in Cebu,10.3109438,123.9008766,"Limkakeng Compound, General Maxilom, Cebu City, Cebu, 8W62+99C, Cebu City, 6000 Cebu, Philippines",5.0,4.0,religious,"Praise Cathedral - Cebu religious Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility church place of worship association or organization","Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility"
"MCGI Locale of Guadalupe, Cebu City, Cebu (Members Church of God International)",ChIJI7_IFEqZqTMRoSqQr27S8XU,religious sites in Cebu,10.318454,123.8868289,"88 Julio Diaz St, Cebu City, 6000 Cebu, Philippines",5.0,30.0,religious,"MCGI Locale of Guadalupe, Cebu City, Cebu (Members Church of God International) religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church non profit organization place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Santo Niño de Cebu Augustinian Social Development Foundation Inc.,ChIJg7CD61CZqTMRx0_t_IRhVwU,religious sites in Cebu,10.3038148,123.8953502,"Sto. Nino Pilgrim Center Basilica Minore del Sto. Nino Compound, Osmeña Blvd, Cebu City, 6000 Cebu, Philippines",5.0,12.0,religious,"Santo Niño de Cebu Augustinian Social Development Foundation Inc. religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens corporate office","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Cebu Christian Gospel Center 基督徒聚會所,ChIJz3YfNDyZqTMR8m8io1I0P6k,religious sites in Cebu,10.3230661,123.9051705,"8WF4+63F, Archbishop Reyes Ave, Cebu City, 6000 Cebu, Philippines",4.9,13.0,religious,"Cebu Christian Gospel Center 基督徒聚會所 religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him…","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Cebu Cathedral Rectory,ChIJj9pgdHybqTMRAKcnZlDwAq4,religious sites in Cebu,10.2955603,123.9026314,"7WW3+63C, Cebu City, 6000 Cebu, Philippines",5.0,2.0,religious,"Cebu Cathedral Rectory religious Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility place of worship association or organization","Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility"
A simbahan,ChIJL7OYCwCbqTMRjBb3O2UKBmE,religious sites in Cebu,10.2936061,123.9019585,"7WV2+CQW, Cebu City, 6000 Cebu, Philippines",5.0,1.0,religious,"A simbahan religious A simbahan is a religious located in Cebu, Philippines. church place of worship association or organization","A simbahan is a religious located in Cebu, Philippines."
Sacred Heart Of Jesus Bless And Protect The People Of Cebu,ChIJRx1PrDaZqTMR5hWtt0Kd71w,religious sites in Cebu,10.3218399,123.8918442,"8VCR+PPQ, Juana Osmeña Extension Rd, Cebu City, 6000 Cebu, Philippines",5.0,2.0,religious,"Sacred Heart Of Jesus Bless And Protect The People Of Cebu religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
ICOC Cebu (International Churches of Christ Cebu),ChIJyVOzDOGbqTMRKLXraGUHopM,religious sites in Cebu,10.2936193,123.9036849,"5th Cebu Kang Ha Building, Osmeña Blvd St, Cor Lapu-Lapu St, Cebu City, 6000 Cebu, Philippines",5.0,11.0,religious,"ICOC Cebu (International Churches of Christ Cebu) religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Sto. Niño Parish,ChIJ2yemU_qbqTMRwZtaHfMZSKs,religious sites in Cebu,10.290264400000002,123.8935892,"Suba, Garfield, Pasil, Cebu City, 6000 Cebu, Philippines",4.5,73.0,religious,"Sto. Niño Parish religious Location: Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: One of the oldest churches in Cebu, iconic / historical landmark church place of worship association or organization This famous church dates back to the early Spanish colonial era. The Church was founded by the Augustinian friars since their arrival in 1565. You could also find in the church the miraculous image…","Location: Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: One of the oldest churches in Cebu, iconic / historical landmark"
LLCF Free Methodist Church Cebu,ChIJp3BV_TKZqTMRb4YwZ4IC-_E,religious sites in Cebu,10.3244785,123.88805419999998,"8VFQ+Q6V, Singson Rd, Cebu City, 6000 Cebu, Philippines",4.4,9.0,religious,"LLCF Free Methodist Church Cebu religious Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center church place of worship association or organization","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Redeemer's Covenant Baptist Church of Cebu (formerly Sovereign Grace Bible Church),ChIJ67giJ6-eqTMRQw-9KuvKcy0,religious sites in Cebu,10.3056104,123.8774305,"8V4G+6XV, Dr Pablo U. Abella St, Cebu City, 6000 Cebu, Philippines",5.0,10.0,religious,"Redeemer's Covenant Baptist Church of Cebu (formerly Sovereign Grace Bible Church) religious Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens church place of worship association or organization","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Liturgical Apostolate Center - Cebu,ChIJpbOLMDiZqTMRCcb34fvFZkY,religious sites in Cebu,10.317217,123.8956751,"Alberione Alley, Escario Street Capitol Parish Compound, Cebu City, 6000 Cebu, Philippines",5.0,5.0,shopping,"Liturgical Apostolate Center - Cebu shopping Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center association or organization store","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Capitol Center Seventh-day Adventist Church,ChIJg8iXiB-ZqTMRbdDuu583FCs,religious sites in Cebu,10.3161638,123.8911935,"Osmeña Boulevard, 8V8R+FF8, N Escario St, Cebu City, 6000 Cebu, Philippines",4.9,12.0,religious,"Capitol Center Seventh-day Adventist Church religious Capitol Center Seventh-day Adventist Church is a religious located in Cebu, Philippines. church place of worship association or organization","Capitol Center Seventh-day Adventist Church is a religious located in Cebu, Philippines."
Believers Church Cebu,ChIJH39EPdaZqTMRpsLAeennnq0,religious sites in Cebu,10.3108298,123.8949136,"K&J Building Room, 8V6V+8XG, 302 J. Llorente St, Cebu City, 6000 Cebu, Philippines",5.0,1.0,religious,"Believers Church Cebu religious Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility church place of worship association or organization","Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility"
